제품명A,성분명A
트리도파정125/31.25/200밀리그램,entacapone
트리도파정125/31.25/200밀리그램,levodopa
트리레보정125/31.25/200mg,carbidopamonohydrate
트리레보정125/31.25/200mg,entacapone
트리레보정125/31.25/200mg,levodopa
스타레보필름코팅정125/31.25/200밀리그램,carbidopamonohydrate
스타레보필름코팅정125/31.25/200밀리그램,entacapone
스타레보필름코팅정125/31.25/200밀리그램,levodopa
인텔렌스정,etravirine
쎄레빅스주사,fosphenytoinsodium
미가드정2.5mg,frovatriptansuccinatemonohydrate
에소프라졸캡슐,esomeprazole
에소메드캡슐20밀리그램,esomeprazole
에소프라졸캡슐20밀리그램,esomeprazole
로나센정2밀리그램,blonanserin
파마블로난세린정2밀리그램,blonanserin
로나큐정2밀리그램,blonanserin
로나센정4밀리그램,blonanserin
파마블로난세린정4밀리그램,blonanserin
로나큐정4밀리그램,blonanserin
로나센정8밀리그램,blonanserin
파마블로난세린정8밀리그램,blonanserin
로나큐정8밀리그램,blonanserin
자누메트정50/500밀리그램,metforminhydrochloride
자누메트정50/500밀리그램,sitagliptinphosphatehydrate
자누메트엑스알서방정50/500밀리그램,metforminhydrochloride
자누메트엑스알서방정50/500밀리그램,sitagliptinphosphatehydrate
콤비글라이즈서방정5/500밀리그램,metforminhydrochloride
콤비글라이즈서방정5/500밀리그램,saxagliptinhydrate
콤비글라이즈서방정5/1000밀리그램,metforminhydrochloride
콤비글라이즈서방정5/1000밀리그램,saxagliptinhydrate
다이아엠정,metforminhydrochloride
다이아엠정,mitiglinidecalciumhydrate
카듀엣정10/20밀리그램,amlodipinebesylate
카듀엣정10/20밀리그램,atorvastatincalcium
스토프라졸정20mg,S-pantoprazolesodiumtrihydrate
판토루스정,S-pantoprazolesodiumtrihydrate
에스토넬정20mg,S-pantoprazolesodiumtrihydrate
레토프라정20밀리그램,S-pantoprazolesodiumtrihydrate
판토렉스정20mg,S-pantoprazolesodiumtrihydrate
에스토졸정20밀리그램,S-pantoprazolesodiumtrihydrate
엔피판토정20mg,S-pantoprazolesodiumtrihydrate
스토프라졸정10mg,S-pantoprazolesodiumtrihydrate
판토루스정10mg,S-pantoprazolesodiumtrihydrate
레토프라정10밀리그램,S-pantoprazolesodiumtrihydrate
판토렉스정,S-pantoprazolesodiumtrihydrate
에스토졸정10밀리그램,S-pantoprazolesodiumtrihydrate
엔피판토정10mg,S-pantoprazolesodiumtrihydrate
레토프라정40밀리그램,S-pantoprazolesodiumtrihydrate
튜비스정,ethambutolhydrochloride
튜비스정,isoniazid
튜비스정,pyrazinamide
튜비스정,rifampicin
가브스메트정50/500밀리그램,metforminhydrochloride
가브스메트정50/500밀리그램,vildagliptin
트라젠타듀오정2.5/1000밀리그램,linagliptin
트라젠타듀오정2.5/1000밀리그램,metforminhydrochloride
트라젠타듀오정2.5/850밀리그램,linagliptin
트라젠타듀오정2.5/850밀리그램,metforminhydrochloride
트라젠타듀오정2.5/500밀리그램,linagliptin
트라젠타듀오정2.5/500밀리그램,metforminhydrochloride
보그메트정0.2/250밀리그램,metforminhydrochloride
보그메트정0.2/250밀리그램,voglibose
보그메트정0.2/500밀리그램,metforminhydrochloride
보그메트정0.2/500밀리그램,voglibose
제미메트서방정25/500밀리그램,gemigliptintartratesesquihydrate(asgemigliptin
제미메트서방정25/500밀리그램,metforminhydrochloride
로벨리토정150/10밀리그램,atorvastatincalcium
로벨리토정150/10밀리그램,irbesartan
로벨리토정150/20밀리그램,atorvastatincalcium
로벨리토정150/20밀리그램,irbesartan
자누메트엑스알서방정100/1000밀리그램,metforminhydrochloride
자누메트엑스알서방정100/1000밀리그램,sitagliptinphosphatehydrate
로벨리토정300/20밀리그램,atorvastatincalcium
로벨리토정300/20밀리그램,irbesartan
로벨리토정300/10밀리그램,atorvastatincalcium
로벨리토정300/10밀리그램,irbesartan
아다핀오스모서방정30밀리그램,nifedipine
아달라트오로스정30,nifedipine
아달라트오로스정60,nifedipine
코스펜에이시럽,pseudoephedrinehydrochloride
코스펜에이시럽,triprolidinehydrochloride
지코에스시럽,pseudoephedrinehydrochloride
지코에스시럽,triprolidinehydrochloride
액티피드시럽,pseudoephedrinehydrochloride
액티피드시럽,triprolidinehydrochloride
프로코라란정5밀리그램,ivabradinehydrochloride
프로코라란정7.5밀리그램,ivabradinehydrochloride
파텐션정20밀리그램,sildenafilcitrate
파데나필정20밀리그램,sildenafilcitrate
타시그나캡슐200밀리그램,nilotinibhydrochloridemonohydrate
타시그나캡슐150밀리그램,nilotinibhydrochloridemonohydrate
녹사필장용정100밀리그램,posaconazole
녹사필현탁액,posaconazole
아산화질소,Nitrousoxide
인베가서스티나주사39mg,paliperidonepalmitate
인베가서스티나주사78mg,paliperidonepalmitate
인베가서스티나주사117mg,paliperidonepalmitate
인베가서스티나주사156mg,paliperidonepalmitate
인베가서스티나주사234mg,paliperidonepalmitate
인베가트린자주사,paliperidonepalmitate
아시트리주,arsenictrioxide
트리세녹스주,arsenictrioxide
멀택정,dronedarone
트루바다정,emtricitabine
트루바다정,tenofovirdisoproxilfumarate
피타렉스캡슐0.5밀리그램,fingolimodhydrochloride
브릴린타정90밀리그램,ticagrelor
브릴린타정60밀리그램,ticagrelor
잴코리캡슐200밀리그램,crizotinib
잴코리캡슐250밀리그램,crizotinib
슈펙트캡슐100밀리그램,radotinibhydrochloride
슈펙트캡슐200밀리그램,radotinibhydrochloride
에듀란트정25밀리그램,rilpivirinehydrochloride
덱시라졸캡슐30밀리그램,dexlansoprazole
덱실란트디알캡슐30밀리그램,dexlansoprazole
덱시라졸캡슐60밀리그램,dexlansoprazole
덱실란트디알캡슐60밀리그램,dexlansoprazole
레졸엠정1mg,prucalopridesuccinate
엔티칼로정1밀리그램,prucalopridesuccinate
루칼로정1밀리그램,prucalopridesuccinate
동구프루칼로정1밀리그램,prucalopridesuccinate
모비졸로정1밀리그램,prucalopridesuccinate
우리들프루칼로프라이드숙신산염정1mg,prucalopridesuccinate
레졸엠정2mg,prucalopridesuccinate
엔티칼로정2밀리그램,prucalopridesuccinate
루칼로정2밀리그램,prucalopridesuccinate
동구프루칼로정2밀리그램,prucalopridesuccinate
모비졸로정2밀리그램,prucalopridesuccinate
우리들프루칼로프라이드숙신산염정2mg,prucalopridesuccinate
스트리빌드정,cobicistatsilicondioxide
스트리빌드정,elvitegravir
스트리빌드정,emtricitabine
스트리빌드정,tenofovirdisoproxilfumarate
카프렐사정100밀리그램,vandetanib
카프렐사정300밀리그램,vandetanib
퍼마곤주80밀리그램,degarelix
퍼마곤주120밀리그램,degarelix
라시렉트정1.0밀리그램,rasagilinemesylate
알사킨정1밀리그램,rasagilinemesylate
이지렉트정1.0밀리그램,rasagilinemesylate
마오렉트정1밀리그램,rasagilinemesylate
베아렉트정1밀리그램,rasagilinemesylate
보령라사길린정1밀리그램,rasagilinemesylate
라사질트정1밀리그램,rasagilinemesylate
삼성라사길린정1.0밀리그램,rasagilinemesylate
라질렌정,rasagilinemesylate
에도파벨정1밀리그램,rasagilinemesylate
녹십자라사길린정1밀리그램,rasagilinemesylate
길렉트정1밀리그램,rasagilinemesylate
유렉트정1밀리그램,rasagilinemesylate
라사원정1.0밀리그램,rasagilinemesylate
라사길정1밀리그램,rasagilinemesylate
라사렉트정,rasagilinemesylate
파질렉트정1mg,rasagilinemesylate
리시렉트정1.0밀리그램,rasagilinemesylate
한화라사길린정1밀리그램,rasagilinemesylate
라사린정1밀리그램,rasagilinemesylate
파마라사길린정,rasagilinemesylate
라사핀정1밀리그램,rasagilinemesylate
뉴질렉트정1밀리그램,rasagilinemesylate
라사갈린정1밀리그램,rasagilinemesylate
이연라사길린메실산염정,rasagilinemesylate
라사트정1밀리그램,rasagilinemesylate
유니온라사길린정1밀리그램,rasagilinemesylate
아질렉트정,rasagilinemesylate
마오렉스정1밀리그램,rasagilinemesylate
라자렉트정,rasagilinemesylate
라사민정,rasagilinemesylate
셀파린정1밀리그램,rasagilinemesylate
아질라사정1밀리그램,rasagilinemesylate
라시렉트정0.5밀리그램,rasagilinemesylate
알사킨정0.5밀리그램,rasagilinemesylate
이지렉트정0.5밀리그램,rasagilinemesylate
마오렉트정0.5밀리그램,rasagilinemesylate
베아렉트정0.5밀리그램,rasagilinemesylate
보령라사길린정0.5밀리그램,rasagilinemesylate
라사질트정0.5밀리그램,rasagilinemesylate
삼성라사길린정0.5밀리그램,rasagilinemesylate
라질렌정0.5밀리그램,rasagilinemesylate
에도파벨정0.5밀리그램,rasagilinemesylate
녹십자라사길린정0.5밀리그램,rasagilinemesylate
길렉트정0.5밀리그램,rasagilinemesylate
유렉트정0.5밀리그램,rasagilinemesylate
라사원정0.5밀리그램,rasagilinemesylate
라사길정0.5밀리그램,rasagilinemesylate
파질렉트정0.5mg,rasagilinemesylate
리시렉트정0.5밀리그램,rasagilinemesylate
한화라사길린정0.5밀리그램,rasagilinemesylate
라사린정0.5밀리그램,rasagilinemesylate
파마라사길린정0.5밀리그램,rasagilinemesylate
라사핀정0.5밀리그램,rasagilinemesylate
뉴질렉트정0.5밀리그램,rasagilinemesylate
라사갈린정0.5밀리그램,rasagilinemesylate
이연라사길린메실산염정0.5밀리그램,rasagilinemesylate
라사트정0.5밀리그램,rasagilinemesylate
유니온라사길린정0.5밀리그램,rasagilinemesylate
아질렉트정0.5밀리그램,rasagilinemesylate
마오렉스정0.5밀리그램,rasagilinemesylate
라자렉트정0.5밀리그램,rasagilinemesylate
라사민정0.5밀리그램,rasagilinemesylate
셀파린정0.5밀리그램,rasagilinemesylate
아질라사정0.5밀리그램,rasagilinemesylate
서튜러정100밀리그램,bedaquilinefumarate
엑스탄디연질캡슐40mg,enzalutamide
파스틱메트정120/500밀리그램,metforminhydrochloride
파스틱메트정120/500밀리그램,nateglinide
제미메트서방정50/1000밀리그램,gemigliptintartratesesquihydrate
제미메트서방정50/1000밀리그램,metforminhydrochloride
아토젯정10/10밀리그램,atorvastatincalcium
아토젯정10/10밀리그램,ezetimibe
아토젯정10/20밀리그램,atorvastatincalcium
아토젯정10/20밀리그램,ezetimibe
자이카디아캡슐150밀리그램,Ceritinib
아토젯정10/80밀리그램,atorvastatincalcium
아토젯정10/80밀리그램,ezetimibe
아토젯정10/40밀리그램,atorvastatincalcium
아토젯정10/40밀리그램,ezetimibe
네시나메트정12.5/500밀리그램,alogliptinbenzoate
네시나메트정12.5/500밀리그램,metforminhydrochloride
네시나메트정12.5/1000밀리그램,alogliptinbenzoate
네시나메트정12.5/1000밀리그램,metforminhydrochloride
직듀오서방정10/1000밀리그램,dapagliflozinpropanediolhydrate
직듀오서방정10/1000밀리그램,metforminhydrochloride
직듀오서방정10/500밀리그램,dapagliflozinpropanediolhydrate
직듀오서방정10/500밀리그램,metforminhydrochloride
트리멕정,abacavirsulphate
트리멕정,lamivudine
트리멕정,micronizeddolutegravirsodium(asdolutegravir
테넬리아엠서방정10/500밀리그램,metforminhydrochloride
테넬리아엠서방정10/500밀리그램,teneligliptinhydrobromidehydrate
테넬리아엠서방정10/750밀리그램,metforminhydrochloride
테넬리아엠서방정10/750밀리그램,teneligliptinhydrobromidehydrate(asteneligliptin
테넬리아엠서방정20/1000밀리그램,metforminhydrochloride
테넬리아엠서방정20/1000밀리그램,teneligliptinhydrobromidehydrate
파스틱메트정90/500밀리그램,metforminhydrochloride
파스틱메트정90/500밀리그램,nateglinide
제미메트서방정50/500밀리그램,gemigliptintartratesesquihydrate
제미메트서방정50/500밀리그램,metforminhydrochloride
에보타즈정,atazanavirsulfate
에보타즈정,cobicistatsilicondioxide
프레즈코빅스정,cobicistatsilicondioxide
프레즈코빅스정,darunavirethanolate
가드메트정100/1000밀리그램,anagliptin
가드메트정100/1000밀리그램,metforminhydrochloride
가드메트정100/500밀리그램,anagliptin
가드메트정100/500밀리그램,metforminhydrochloride
가드메트정100/850밀리그램,anagliptin
가드메트정100/850밀리그램,metforminhydrochloride
자디앙듀오정5/1000밀리그램,empagliflozin
자디앙듀오정5/1000밀리그램,metforminhydrochloride
자디앙듀오정12.5/850밀리그램,empagliflozin
자디앙듀오정12.5/850밀리그램,metforminhydrochloride
자디앙듀오정12.5/1000밀리그램,empagliflozin
자디앙듀오정12.5/1000밀리그램,metforminhydrochloride
자디앙듀오정12.5/500밀리그램,empagliflozin
자디앙듀오정12.5/500밀리그램,metforminhydrochloride
자디앙듀오정5/500밀리그램,empagliflozin
자디앙듀오정5/500밀리그램,metforminhydrochloride
자디앙듀오정5/850밀리그램,empagliflozin
자디앙듀오정5/850밀리그램,metforminhydrochloride
슈가메트서방정5/1000밀리그램,evogliptintartrate
슈가메트서방정5/1000밀리그램,metforminhydrochloride
슈가메트서방정2.5/850밀리그램,evogliptintartrate
슈가메트서방정2.5/850밀리그램,metforminhydrochloride
슈가메트서방정2.5/500밀리그램,evogliptintartrate
슈가메트서방정2.5/500밀리그램,metforminhydrochloride
업트라비정200마이크로그램,selexipag
업트라비정800마이크로그램,selexipag
업트라비정400마이크로그램,selexipag
듀비메트서방정0.25/750밀리그램,lobeglitazonesulfate
듀비메트서방정0.25/750밀리그램,metforminhydrochloride
듀비메트서방정0.25/1000밀리그램,lobeglitazonesulfate
듀비메트서방정0.25/1000밀리그램,metforminhydrochloride
듀비메트서방정0.5/1000밀리그램,lobeglitazonesulfate
듀비메트서방정0.5/1000밀리그램,metforminhydrochloride
제미메트서방정25/1000밀리그램,gemigliptintartratesesquihydrate
제미메트서방정25/1000밀리그램,metforminhydrochloride
듀비메트서방정0.25/500밀리그램,lobeglitazonesulfate
듀비메트서방정0.25/500밀리그램,metforminhydrochloride
젠보야정,cobicistatsilicondioxide
젠보야정,elvitegravir
젠보야정,emtricitabine
젠보야정,tenofoviralafenamidefumarate
텍타정40밀리그램,pantoprazolehemimagnesiummonohydrate
데스코비정200/10mg,emtricitabine
데스코비정200/10mg,tenofoviralafenamidehemifumarate
데스코비정200/25mg,emtricitabine
데스코비정200/25mg,tenofoviralafenamidehemifumarate
엑스비라정,dasabuvir
라핀나캡슐50밀리그램,dabrafenibmesylate
라핀나캡슐75밀리그램,dabrafenibmesylate
헤파로딘정,tenofovirdisoproxil
비리헤파정,tenofovirdisoproxil
테노원정,tenofovirdisoproxil
프리어드정,tenofovirdisoproxil
테리어드정,tenofovirdisoproxil
리노페드정,tenofovirdisoproxil
테카비어정,tenofovirdisoproxil
테노리드정,tenofovirdisoproxil
리버리드정,tenofovirdisoproxil
헤파로드정,tenofovirdisoproxil
에스비르정,tenofovirdisoproxil
바이리프정,tenofovirdisoproxil
테노포린정,tenofovirdisoproxil
휴리어드정,tenofovirdisoproxil
테포비어정,tenofovirdisoproxilphosphate
테노포벨정,tenofovirdisoproxilasparate
비리얼정,tenofovirdisoproxilorotate
베믈리디정,tenofoviralafenamidefumarate
헤파테노정,tenofovirdisoproxilhemiedisylate
테노비정,tenofovirdisoproxilhemiedisylate
테노프정,tenofovirdisoproxilhemiedisylate
텐포버정,tenofovirdisoproxilhemiedisylate
테노핀정,tenofovirdisoproxilhemiedisylate
테노펙션정,tenofovirdisoproxilhemiedisylate
에스헤파정,tenofovirdisoproxilhemiedisylate
테노포유정,tenofovirdisoproxilhemiedisylate
테노헤파정,tenofovirdisoproxilhemiedisylate
넥리드정,tenofovirdisoproxilhemiedisylate
테노비어정,tenofovirdisoproxilhemiedisylate
젝스트프리필드펜주150마이크로그램,epinephrinebitartrate
젝스트프리필드펜주300마이크로그램,epinephrinebitartrate
아토메트서방정10/500밀리그램,atorvastatincalcium
아토메트서방정10/500밀리그램,metforminhydrochloride
리피메트서방정10/500밀리그램,atorvastatincalcium
리피메트서방정10/500밀리그램,metforminhydrochloride
리피토엠서방정10/500밀리그램,atorvastatincalcium
리피토엠서방정10/500밀리그램,metforminhydrochloride
아토메트서방정10/750밀리그램,atorvastatincalcium
아토메트서방정10/750밀리그램,metforminhydrochloride
리피메트서방정10/750밀리그램,atorvastatincalcium
리피메트서방정10/750밀리그램,metforminhydrochloride
리피토엠서방정10/750밀리그램,atorvastatincalcium
리피토엠서방정10/750밀리그램,metforminhydrochloride
아토메트서방정20/500밀리그램,atorvastatincalcium
아토메트서방정20/500밀리그램,metforminhydrochloride
리피메트서방정20/500밀리그램,atorvastatincalcium
리피메트서방정20/500밀리그램,metforminhydrochloride
리피토엠서방정20/500밀리그램,atorvastatincalcium
리피토엠서방정20/500밀리그램,metforminhydrochloride
아토메트서방정20/750밀리그램,atorvastatincalcium
아토메트서방정20/750밀리그램,metforminhydrochloride
리피메트서방정20/750밀리그램,atorvastatincalcium
리피메트서방정20/750밀리그램,metforminhydrochloride
리피토엠서방정20/750밀리그램,atorvastatincalcium
리피토엠서방정20/750밀리그램,metforminhydrochloride
로수메트서방정5/500밀리그램,metforminhydrochloride
로수메트서방정5/500밀리그램,rosuvastatincalcium
크레비스정500/5밀리그램,metforminhydrochloride
크레비스정500/5밀리그램,rosuvastatincalcium
듀오메트엑스알정500/5밀리그램,metforminhydrochloride
듀오메트엑스알정500/5밀리그램,rosuvastatincalcium
로수탄메트정500/5밀리그램,metforminhydrochloride
로수탄메트정500/5밀리그램,rosuvastatincalcium
로수메트서방정5/750밀리그램,metforminhydrochloride
로수메트서방정5/750밀리그램,rosuvastatincalcium
크레비스정750/5밀리그램,metforminhydrochloride
크레비스정750/5밀리그램,rosuvastatincalcium
듀오메트엑스알정750/5밀리그램,metforminhydrochloride
듀오메트엑스알정750/5밀리그램,rosuvastatincalcium
로수탄메트정750/5밀리그램,metforminhydrochloride
로수탄메트정750/5밀리그램,rosuvastatincalcium
로수메트서방정10/500밀리그램,metforminhydrochloride
로수메트서방정10/500밀리그램,rosuvastatincalcium
크레비스정500/10밀리그램,metforminhydrochloride
크레비스정500/10밀리그램,rosuvastatincalcium
듀오메트엑스알정500/10밀리그램,metforminhydrochloride
듀오메트엑스알정500/10밀리그램,rosuvastatincalcium
알엠서방정500/10밀리그램,metforminhydrochloride
알엠서방정500/10밀리그램,rosuvastatincalcium
로수탄메트정500/10밀리그램,metforminhydrochloride
로수탄메트정500/10밀리그램,rosuvastatincalcium
로수메트서방정10/750밀리그램,metforminhydrochloride
로수메트서방정10/750밀리그램,rosuvastatincalcium
크레비스정750/10밀리그램,metforminhydrochloride
크레비스정750/10밀리그램,rosuvastatincalcium
듀오메트엑스알정750/10밀리그램,metforminhydrochloride
듀오메트엑스알정750/10밀리그램,rosuvastatincalcium
알엠서방정750/10밀리그램,metforminhydrochloride
알엠서방정750/10밀리그램,rosuvastatincalcium
로수탄메트정750/10밀리그램,metforminhydrochloride
로수탄메트정750/10밀리그램,rosuvastatincalcium
로수메트서방정20/500밀리그램,metforminhydrochloride
로수메트서방정20/500밀리그램,rosuvastatincalcium
로수메트서방정20/750밀리그램,metforminhydrochloride
로수메트서방정20/750밀리그램,rosuvastatincalcium
아토메트서방정10/1000밀리그램,atorvastatincalcium
아토메트서방정10/1000밀리그램,metforminhydrochloride
리피메트서방정10/1000밀리그램,atorvastatincalcium
리피메트서방정10/1000밀리그램,metforminhydrochloride
리피토엠서방정10/1000밀리그램,atorvastatincalcium
리피토엠서방정10/1000밀리그램,metforminhydrochloride
네시나메트정12.5/850밀리그램,alogliptinbenzoate
네시나메트정12.5/850밀리그램,metforminhydrochloride
크레비스정1000/5밀리그램,metforminhydrochloride
크레비스정1000/5밀리그램,rosuvastatincalcium
듀오메트엑스알정1000/5밀리그램,metforminhydrochloride
듀오메트엑스알정1000/5밀리그램,rosuvastatincalcium
크레비스정1000/10밀리그램,metforminhydrochloride
크레비스정1000/10밀리그램,rosuvastatincalcium
듀오메트엑스알정1000/10밀리그램,metforminhydrochloride
듀오메트엑스알정1000/10밀리그램,rosuvastatincalcium
모벨록신주400밀리그램,moxifloxacin
조이록신주400밀리그램,moxifloxacin
목시록주400밀리그램,moxifloxacin
퀴녹스주400밀리그램,moxifloxacin
제이더블유목시플록사신주400mg,moxifloxacin
한국유나이티드메토트렉세이트정,methotrexate
유한메토트렉세이트정,methotrexate
한국바이오켐메토트렉세이트정,methotrexate
네오티가손캡슐10밀리그램,acitretin
소아용코판시럽,clenbuterolhydrochloride
카딜정1밀리그램,doxazosinmesylate
독시카민정,doxazosinmesylate
카딜정2밀리그램,doxazosinmesylate
한올독사조신메실산염정2밀리그램,doxazosinmesylate
위더스독사조신메실산염정2밀리그램,doxazosinmesylate
한국콜마독사조신메실산염정2밀리그램,doxazosinmesylate
독사존엑스엘서방정4밀리그램,doxazosinmesylate
카르딜엑스엘서방정4밀리그람,doxazosinmesylate
카두라엑스엘서방정4mg,doxazosinmesylate
카비엑스엘서방정,doxazosinmesylate
사일레노정3밀리그램,doxepinhydrochloride
독세정3밀리그램,doxepinhydrochloride
리치나잇정3밀리그램,doxepinhydrochloride
명세핀정3밀리그램,doxepinhydrochloride
사일원정3밀리그램,doxepinhydrochloride
사일레노정6밀리그램,doxepinhydrochloride
독세정6밀리그램,doxepinhydrochloride
슬리핀정6밀리그램,doxepinhydrochloride
리치나잇정6밀리그램,doxepinhydrochloride
명세핀정6밀리그램,doxepinhydrochloride
사일원정6밀리그램,doxepinhydrochloride
제일에페드린염산염주사액4%,ephedrinehydrochloride
대원염산에페드린주사액[수출명:에린주사],ephedrinehydrochloride
코딜라트정,fenoterolhydrobromide
삼아아토크정20마이크로그램,formoterolfumaratehydrate
아스포롤건조시럽,formoterolfumaratehydrate
포모테롤건조시럽,formoterolfumaratehydrate
삼아아토크건조시럽,formoterolfumaratehydrate
포메롤건조시럽,formoterolfumaratehydrate
아모르건조시럽,formoterolfumaratehydrate
포테랄건조시럽,formoterolfumaratehydrate
안국포르모테롤건조시럽,formoterolfumaratehydrate
이니스트포르모테롤건조시럽,formoterolfumaratehydrate
테롤칸건조시럽,formoterolfumaratehydrate
아토롤건조시럽,formoterolfumaratehydrate
아스폴건조시럽,formoterolfumaratehydrate
유한짓정,isoniazid
이소켓서방캡슐120밀리그램,isosorbidedinitrate
부광이소맥지속성캡슐,isosorbidedinitrate
이소켓서방정40밀리그램,isosorbidedinitrate
앤지비드서방정40mg,isosorbidedinitrate
이소켓0.1%주사,isosorbidedinitrate
이소켓0.1%주사50밀리리터,isosorbidedinitrate
이소켓스프레이,isosorbidedinitrate
엘로톤정,isosorbidemononitrate
이소비드정,isosorbidemononitrate
이스모정,isosorbidemononitrate
엘로톤정40밀리그람,isosorbidemononitrate
엘로톤서방캅셀50밀리그람,isosorbidemononitrate
에란탄지속정60밀리그램,isosorbidemononitrate
임듈지속정60밀리그램,isosorbidemononitrate
이소트릴지속정60밀리그람,isosorbidemononitrate
케토라신정,ketorolactromethamine
케롤락주,ketorolactromethamine
케토주,ketorolactromethamine
삼성케토롤락트로메타민주,ketorolactromethamine
케로라주,ketorolactromethamine
타벨주,ketorolactromethamine
케라신주,ketorolactromethamine
케토란주,ketorolactromethamine
케롤주,ketorolactromethamine
케토락주,ketorolactromethamine
케토신주사,ketorolactromethamine
케트로민주,ketorolactromethamine
트롤락주,ketorolactromethamine
케로민주사,ketorolactromethamine
케톨민주,ketorolactromethamine
유니온케토롤락주,ketorolactromethamine
케토타민주,ketorolactromethamine
타라신주,ketorolactromethamine
미레나20마이크로그람/일,levonorgestrel
몰시톤정2밀리그람,molsidomin
몰시톤정4밀리그람,molsidomin
동아페르디핀서방캡슐40밀리그램,nicardipinehydrochloride
동아페르디핀주사액,nicardipinehydrochloride
비니카핀주,nicardipinehydrochloride
동구니카르디핀염산염주,nicardipinehydrochloride
휴온스니카르디핀주,nicardipinehydrochloride
바딜정,nicorandil
시그마트정5밀리그램,nicorandil
니코란정,nicorandil
시그마트주48밀리그램,nicorandil
테바올란자핀정10밀리그램,olanzapine
에이프렉사정10밀리그램,olanzapine
올라핀정10밀리그램,olanzapine
올자핀정10밀리그램,olanzapine
자이자핀정10mg,olanzapine
뉴로자핀정10밀리그램,olanzapine
올자펙스정10밀리그램,olanzapine
오자핀정10mg,olanzapine
자이레핀정10밀리그램,olanzapine
산도스올란자핀정10밀리그램,olanzapine
자이프렉사정10밀리그람,olanzapine
피엠에스올란자핀정10밀리그램,olanzapine
자이피스오디정10밀리그램,olanzapine
자이프렉사자이디스확산정10밀리그램,olanzapine
테바올란자핀정5밀리그램,olanzapine
에이프렉사정5밀리그램,olanzapine
올라핀정5밀리그램,olanzapine
올자핀정5밀리그램,olanzapine
올란자정5밀리그램,olanzapine
자이자핀정5밀리그램,olanzapine
뉴로자핀정5밀리그램,olanzapine
올자펙스정5밀리그램,olanzapine
오자핀정5mg,olanzapine
자이레핀정5밀리그램,olanzapine
산도스올란자핀정5밀리그램,olanzapine
자이프렉사정5밀리그람,olanzapine
피엠에스올란자핀정5밀리그램,olanzapine
자이피스오디정5밀리그램,olanzapine
자이프렉사자이디스확산정5밀리그램,olanzapine
메프친정25마이크로그람,procaterolhydrochloride
메프친정,procaterolhydrochloride
중헌리스페리돈정1밀리그램,risperidone
리스페정1밀리그램,risperidone
피엠에스리스페리돈정1밀리그램,risperidone
삼성리스페리돈정1밀리그램,risperidone
리스프리정1밀리그램,risperidone
유유리스페리돈정1밀리그램,risperidone
리스달정1밀리그램,risperidone
리소페린정1mg,risperidone
리스페달정1밀리그람,risperidone
리페돈정1밀리그램,risperidone
명문리스페리돈정1mg,risperidone
위리돈정1mg,risperidone
리스펜정1밀리그람,risperidone
리스돈정1밀리그램,risperidone
리페리달정1밀리그램,risperidone
신일리스페리돈정1밀리그램,risperidone
리페리돈정1밀리그램,risperidone
뉴리페돈정1밀리그램,risperidone
휴펜달린정1밀리그램,risperidone
아이페리돈정1mg,risperidone
리페딘정1밀리그램,risperidone
제이리스페리돈정1mg,risperidone
리스포돈정1밀리그램,risperidone
리스피돈오디정1밀리그램,risperidone
리스펜오디정1밀리그램,risperidone
중헌리스페리돈정2밀리그램,risperidone
리스페정2밀리그램,risperidone
피엠에스리스페리돈정2밀리그램,risperidone
삼성리스페리돈정2밀리그램,risperidone
리스프리정2밀리그램,risperidone
유유리스페리돈정2밀리그램,risperidone
리스달정2밀리그램,risperidone
리소페린정2밀리그램,risperidone
리스페달정2밀리그람,risperidone
리페돈정2밀리그램,risperidone
유니페리돈정,risperidone
명문리스페리돈정2mg,risperidone
위리돈정2mg,risperidone
리스펜정2밀리그람,risperidone
리스돈정,risperidone
리페리달정2밀리그램,risperidone
리페리돈정2밀리그램,risperidone
뉴리페돈정2밀리그램,risperidone
리스펠돈정2mg,risperidone
아이페리돈정2mg,risperidone
리페딘정2밀리그램,risperidone
제이리스페리돈정2mg,risperidone
리스포돈정2밀리그램,risperidone
리스피돈오디정2밀리그램,risperidone
리스펜오디정2밀리그램,risperidone
리스페정3밀리그램,risperidone
피엠에스리스페리돈정3밀리그램,risperidone
삼성리스페리돈정3밀리그램,risperidone
리스달정3밀리그램,risperidone
리스페달정3밀리그람,risperidone
리스펜정3밀리그람,risperidone
리스돈정3밀리그램,risperidone
리페리달정3밀리그램,risperidone
리페리돈정3밀리그램,risperidone
아이페리돈정3mg,risperidone
리페딘정3밀리그램,risperidone
신일살부타몰정,salbutamolsulfate
살부트론서방캡슐4밀리그램,salbutamolsulfate
부광살부타몰정4밀리그램,salbutamolsulfate
벤토린네뷸2.5mg,salbutamolsulfate
탐스루신캡슐,tamsulosinhydrochloride
하루케어캡슐,tamsulosinhydrochloride
탐스렌서방캡슐0.2밀리그램,tamsulosinhydrochloride
탐스케어캡슐0.2밀리그램,tamsulosinhydrochloride
다나탐스서방캡슐0.2mg,tamsulosinhydrochloride
프로탐스서방캡슐0.2밀리그램,tamsulosinhydrochloride
탐술론서방캡슐0.2밀리그램,tamsulosinhydrochloride
탐술엠캡슐0.2밀리그램,tamsulosinhydrochloride
엔티로신서방캡슐0.2밀리그램,tamsulosinhydrochloride
탐스콘서방캡슐0.2밀리그램,tamsulosinhydrochloride
